node1,node2
NADSYN1,FTCD
NADSYN1,GAD1
NADSYN1,GAD2
NADSYN1,GAPDH
NADSYN1,GCLC
NADSYN1,GCLM
NADSYN1,GFPT1
NADSYN1,GGT5
NADSYN1,GLDC
NADSYN1,GLS
NADSYN1,GLUD2
NADSYN1,GLUL
NADSYN1,GMPS
NADSYN1,GNPDA2
NADSYN1,GOT1L1
NADSYN1,GOT1
NADSYN1,GOT2
NADSYN1,GPD2
NADSYN1,GPT2
NADSYN1,GPT
NADSYN1,HAL
NADSYN1,HIBCH
NADSYN1,HLCS
NADSYN1,HMBS
NADSYN1,HSD17B3
NADSYN1,IARS1
NADSYN1,IL4I1
NADSYN1,KARS1
NADSYN1,KYAT1
NADSYN1,LARS1
NADSYN1,LEFTY1
NADSYN1,LGSN
NADSYN1,LHPP
NADSYN1,LIPT1
NADSYN1,LRRC49
NADSYN1,MAOA
NADSYN1,MAOB
NADSYN1,MARS1
NADSYN1,MDH1
NADSYN1,NADK
NADSYN1,NAGS
NADSYN1,NARS1
NADSYN1,NICN1
NADSYN1,NME1-NME2
NADSYN1,NME1
NADSYN1,NME2
NADSYN1,NME3
NADSYN1,NME4
NADSYN1,NME5
NADSYN1,NME6
NADSYN1,NME7
NADSYN1,NMNAT2
NADSYN1,NMNAT3
NADSYN1,NOS3
NADSYN1,NT5C1A
NADSYN1,NT5C1B
NADSYN1,NT5C2
NADSYN1,NT5C3A
NADSYN1,NT5C
NADSYN1,NT5E
NADSYN1,NUDT12
NADSYN1,OAT
NADSYN1,OXSM
NADSYN1,PAPSS2
NADSYN1,PFAS
NADSYN1,PKLR
NADSYN1,PKM
NADSYN1,PPA1
NADSYN1,PPAT
NADSYN1,PPCS
NADSYN1,PRPS1L1
NADSYN1,PRPS1
NADSYN1,PRPS2
NADSYN1,PSAT1
NADSYN1,PYCR1
NADSYN1,PYCR2
NADSYN1,PYCR3
NADSYN1,QARS1
NADSYN1,QPRT
NADSYN1,RAB3A
NADSYN1,RARS1
NADSYN1,RIMKLA
NADSYN1,RIMKLB
NADSYN1,SEPHS1
NADSYN1,SEPHS2
NADSYN1,SHMT1
NADSYN1,SLC17A6
NADSYN1,SLC17A7
NADSYN1,SLC17A8
NADSYN1,SLC25A12
NADSYN1,SLC25A13
NADSYN1,SLC25A18
NADSYN1,SLC25A22
NADSYN1,SLC27A2
NADSYN1,SLC27A5
NADSYN1,SLC3A2
NADSYN1,SLC7A11
NADSYN1,SYT1
NADSYN1,TAT
NADSYN1,TPGS1
NADSYN1,TPGS2
NADSYN1,TTLL11
NADSYN1,TTLL12
NADSYN1,TTLL13
NADSYN1,TTLL1
NADSYN1,TTLL2
NADSYN1,TTLL4
NADSYN1,TTLL5
NADSYN1,TTLL6
NADSYN1,TTLL7
NADSYN1,TTLL9
NADSYN1,UGDH
NADSYN1,UPB1
NADSYN1,VAMP2
NAE1,AK2
NAE1,AMPD1
NAE1,AMPD2
NAE1,AMPD3
NAE1,ANKH
NAE1,LHPP
NAE1,NT5C1B
NAE1,PPA1
NAGA,ABO
NAGA,B3GALNT1
NAGA,B3GALT5
NAGA,B4GALNT1
NAGA,HEXA
NAGK,ADCY10
NAGK,ADCY1
NAGK,ADCY2
NAGK,AMDHD2
NAGK,GNAS
NAGK,NANS
NAGK,NME6
NAGK,PC
NAGK,PGM3
NAGK,RENBP
NAGLU,B4GALT2
NAGLU,B4GALT3
NAGLU,B4GALT5
NAGLU,GUSB
NAGLU,IDS
NAGLU,IDUA
NAGLU,NAGK
NAGLU,RENBP
NAGS,AACS
NAGS,AANAT
NAGS,AASDHPPT
NAGS,AASS
NAGS,ABAT
NAGS,ABHD14B
NAGS,ACAA1
NAGS,ACAA2
NAGS,ACACA
NAGS,ACACB
NAGS,ACADL
NAGS,ACADM
NAGS,ACADS
NAGS,ACADVL
NAGS,ACAT1
NAGS,ACAT2
NAGS,ACLY
NAGS,ACOT12
NAGS,ACOT2
NAGS,ACOT7
NAGS,ACSBG1
NAGS,ACSBG2
NAGS,ACSF2
NAGS,ACSF3
NAGS,ACSL1
NAGS,ACSL3
NAGS,ACSL4
NAGS,ACSL5
NAGS,ACSL6
NAGS,ACSM1
NAGS,ACSM2A
NAGS,ACSM2B
NAGS,ACSM3
NAGS,ACSM4
NAGS,ACSM5
NAGS,ACSM6
NAGS,ACSS1
NAGS,ACSS2
NAGS,ACSS3
NAGS,ACY1
NAGS,ADH1A
NAGS,ADH1B
NAGS,ADH1C
NAGS,ADH4
NAGS,ADH5
NAGS,ADH6
NAGS,ADH7
NAGS,AGXT2
NAGS,AGXT
NAGS,AKR1B10
NAGS,ALAS1
NAGS,ALAS2
NAGS,ALDH18A1
NAGS,ALDH1B1
NAGS,ALDH3A1
NAGS,ALDH3B1
NAGS,ALDH3B2
NAGS,ALDH4A1
NAGS,ALDH6A1
NAGS,ASAH1
NAGS,ASRGL1
NAGS,AWAT2
NAGS,BAAT
NAGS,BCAT2
NAGS,BCKDHA
NAGS,BCKDHB
NAGS,CERS1
NAGS,CES5A
NAGS,CHAT
NAGS,COASY
NAGS,CPT1A
NAGS,CPT1B
NAGS,CPT1C
NAGS,CPT2
NAGS,CRAT
NAGS,CS
NAGS,DBT
NAGS,DHTKD1
NAGS,DLAT
NAGS,DLD
NAGS,DLST
NAGS,EARS2
NAGS,ECHS1
NAGS,ELOVL6
NAGS,ENPP1
NAGS,ENTPD1
NAGS,ENTPD3
NAGS,ENTPD8
NAGS,ETNPPL
NAGS,FPGS
NAGS,FTCD
NAGS,GAD1
NAGS,GAD2
NAGS,GCAT
NAGS,GCLM
NAGS,GFPT1
NAGS,GGT5
NAGS,GLS
NAGS,GLUD2
NAGS,GLUL
NAGS,GLYAT
NAGS,GMPS
NAGS,GNPDA2
NAGS,GNPNAT1
NAGS,GOT2
NAGS,GPAT3
NAGS,HADHA
NAGS,HADHB
NAGS,HADH
NAGS,HGSNAT
NAGS,HIBCH
NAGS,HMGCS2
NAGS,IL4I1
NAGS,JMJD7-PLA2G4B
NAGS,KGD4
NAGS,KYAT1
NAGS,LPCAT2
NAGS,LPCAT4
NAGS,MCAT
NAGS,MCCC1
NAGS,MCCC2
NAGS,NADSYN1
NAGS,NAT1
NAGS,NAT2
NAGS,NUDT8
NAGS,OAT
NAGS,OGDHL
NAGS,OGDH
NAGS,PAFAH2
NAGS,PANK1
NAGS,PANK2
NAGS,PANK3
NAGS,PANK4
NAGS,PDHA1
NAGS,PDHA2
NAGS,PDHB
NAGS,PDHX
NAGS,PFAS
NAGS,PIGW
NAGS,PLA2G10
NAGS,PLA2G12A
NAGS,PLA2G12B
NAGS,PLA2G1B
NAGS,PLA2G2A
NAGS,PLA2G2C
NAGS,PLA2G2D
NAGS,PLA2G2E
NAGS,PLA2G2F
NAGS,PLA2G3
NAGS,PLA2G4A
NAGS,PLA2G4B
NAGS,PLA2G4E
NAGS,PLA2G5
NAGS,PLA2G6
NAGS,PLB1
NAGS,PPT1
NAGS,PSAT1
NAGS,SAT2
NAGS,SCD5
NAGS,SCD
NAGS,SCP2
NAGS,SDS
NAGS,SLC25A16
NAGS,SLC27A2
NAGS,SLC27A3
NAGS,SLC27A4
NAGS,SLC27A5
NAGS,SOAT1
NAGS,SPR
NAGS,SPTLC1
NAGS,SUCLA2
NAGS,SUCLG1
NAGS,SUCLG2
NAGS,TAT
NAGS,TDH
NALCN,AHCYL2
NALCN,AKAP1
NALCN,ATP1A1
NALCN,ATP1A2
NALCN,ATP1A3
NALCN,ATP1A4
NALCN,ATP1B1
NALCN,ATP1B2
NALCN,ATP1B3
NALCN,FXYD1
NALCN,FXYD2
NALCN,FXYD3
NALCN,FXYD4
NALCN,FXYD6
NALCN,FXYD7
NALCN,NKAIN1
NALCN,NKAIN2
NALCN,NKAIN3
NALCN,NKAIN4
NALCN,SLC17A3
NALCN,SLC24A2
NALCN,SLC24A3
NALCN,SLC24A4
NALCN,SLC24A5
NALCN,SLC4A4
NALCN,SLC4A5
NALCN,SLC4A7
NALCN,SLC4A9
NALCN,SLC8A1
NALCN,SLC8A2
NALCN,SLC8A3
NALCN,SLC9A6
NALCN,SLC9A7
NALCN,SLC9A8
NALCN,SLC9A9
NAMPT,ABCC3
NAMPT,AGT
NAMPT,AKR1C2
NAMPT,AKR1C3
NAMPT,AKR1C4
NAMPT,AKR1D1
NAMPT,ANKH
NAMPT,APRT
NAMPT,BST1
NAMPT,CD38
NAMPT,CGA
NAMPT,CXCL8
NAMPT,ENPP1
NAMPT,FLG
NAMPT,FSHB
NAMPT,HPRT1
NAMPT,IL1B
NAMPT,INHBA
NAMPT,LHB
NAMPT,LHPP
NAMPT,NAPRT
NAMPT,NMNAT1
NAMPT,NMNAT2
NAMPT,NMNAT3
NAMPT,NNMT
NAMPT,NT5C
NAMPT,NT5E
NAMPT,PAEP
NAMPT,PNP
NAMPT,PPA1
NAMPT,PRPS1L1
NAMPT,QPRT
NAMPT,SRD5A1
NAMPT,TGFB1
NAMPT,UMPS
NANP,CMAS
NANP,NPL
NANS,CMAS
NANS,NANP
NANS,NPL
NANS,PCK1
NANS,PKLR
NAPEPLD,ALOX12
NAPEPLD,ALOX15
NAPEPLD,ALOX5
NAPEPLD,CDS1
NAPEPLD,CDS2
NAPEPLD,FAAH2
NAPEPLD,FAAH
NAPEPLD,PCNA
NAPEPLD,PLPP1
NAPEPLD,PLPP2
NAPEPLD,PLPP3
NAPEPLD,PLPP4
NAPEPLD,PLPPR2
NAPEPLD,PLPPR3
NAPEPLD,PLPPR4
NAPEPLD,PROKR2
NAPEPLD,TMEM230
NAPRT,ANKH
NAPRT,APRT
NAPRT,HPRT1
NAPRT,LHPP
NAPRT,NAMPT
NAPRT,NMNAT1
NAPRT,NMNAT2
NAPRT,NMNAT3
NAPRT,NT5C
NAPRT,PNP
NAPRT,PPA1
NAPRT,QPRT
NAPRT,UMPS
NARS1,ACSL4
NARS1,ACSM5
NARS1,ACSS2
NARS1,ADK
NARS1,ADPGK
NARS1,ADSL
NARS1,AK1
NARS1,AK2
NARS1,AK3
NARS1,AK4
NARS1,AK5
NARS1,AK7
NARS1,AK8
NARS1,AMPD1
NARS1,AMPD2
NARS1,AMPD3
NARS1,ANKH
NARS1,APRT
NARS1,ASNS
NARS1,ASRGL1
NARS1,ASS1
NARS1,CARNS1
NARS1,DARS1
NARS1,DCK
NARS1,ENPP1
NARS1,EPRS1
NARS1,FBP1
NARS1,GMPS
NARS1,HLCS
NARS1,LHPP
NARS1,LIPT1
NARS1,NADSYN1
NARS1,NME1-NME2
NARS1,NME1
NARS1,NME2
NARS1,NME3
NARS1,NME4
NARS1,NME5
NARS1,NME6
NARS1,NME7
NARS1,NT5C1A
NARS1,NT5C1B
NARS1,NT5C2
NARS1,NT5C3A
NARS1,NT5C
NARS1,NT5E
NARS1,PAPSS2
NARS1,PKLR
NARS1,PKM
NARS1,PPA1
NARS1,PPCS
NARS1,PRPS1L1
NARS1,SEPHS1
NARS1,SEPHS2
NARS1,SLC27A5
NARS2,AK1
NARS2,AK2
NARS2,AK3
NARS2,AK4
NARS2,AK5
NARS2,AK7
NARS2,AK8
NARS2,AMPD1
NARS2,AMPD2
NARS2,AMPD3
NARS2,NT5C1A
NARS2,NT5C1B
NARS2,NT5C2
NARS2,NT5C3A
NARS2,NT5E
NARS2,PPA2
NAT1,AACS
NAT1,AANAT
NAT1,AASDHPPT
NAT1,ABHD14B
NAT1,ACAA1
NAT1,ACAA2
NAT1,ACAT1
NAT1,ACAT2
NAT1,ACLY
NAT1,ACOT2
NAT1,ACSBG1
NAT1,ACSBG2
NAT1,ACSF3
NAT1,ACSL1
NAT1,ACSL3
NAT1,ACSL4
NAT1,ACSL5
NAT1,ACSL6
NAT1,ACSM1
NAT1,ACSM3
NAT1,ACSM4
NAT1,ACSM5
NAT1,ACSM6
NAT1,ACSS1
NAT1,ACSS2
NAT1,ACSS3
NAT1,AKR1B10
NAT1,ALAS1
NAT1,ALAS2
NAT1,ALDH1B1
NAT1,ALDH3A1
NAT1,ALDH3B1
NAT1,ALDH3B2
NAT1,ALDH6A1
NAT1,ASAH1
NAT1,ATAT1
NAT1,AWAT2
NAT1,BAAT
NAT1,BCKDHA
NAT1,BCKDHB
NAT1,CERS1
NAT1,CES5A
NAT1,COASY
NAT1,CPT1A
NAT1,CPT1B
NAT1,CPT1C
NAT1,CPT2
NAT1,CYP1A2
NAT1,CYP3A43
NAT1,DBT
NAT1,DHTKD1
NAT1,DLAT
NAT1,DLD
NAT1,DLST
NAT1,ELOVL6
NAT1,GCAT
NAT1,GPAT3
NAT1,HADHB
NAT1,HDAC6
NAT1,HDAC8
NAT1,HIBCH
NAT1,JMJD7-PLA2G4B
NAT1,LPCAT2
NAT1,LPCAT4
NAT1,MORC2
NAT1,NAGS
NAT1,OGDHL
NAT1,OGDH
NAT1,PAFAH2
NAT1,PDHB
NAT1,PIGW
NAT1,PLA2G10
NAT1,PLA2G12A
NAT1,PLA2G12B
NAT1,PLA2G1B
NAT1,PLA2G2A
NAT1,PLA2G2C
NAT1,PLA2G2D
NAT1,PLA2G2E
NAT1,PLA2G2F
NAT1,PLA2G3
NAT1,PLA2G4A
NAT1,PLA2G4B
NAT1,PLA2G4E
NAT1,PLA2G5
NAT1,PLA2G6
NAT1,PLB1
NAT1,PPT1
NAT1,SAT2
NAT1,SCP2
NAT1,SLC25A16
NAT1,SLC25A42
NAT1,SLC27A2
NAT1,SLC27A4
NAT1,SLC27A5
NAT1,SOAT1
NAT1,SPTLC1
NAT1,SUCLA2
NAT1,SUCLG1
NAT1,SUCLG2
NAT1,XDH
NAT2,AACS
NAT2,AANAT
NAT2,AASDHPPT
NAT2,ABHD14B
NAT2,ACAA1
NAT2,ACAA2
NAT2,ACAT1
NAT2,ACAT2
NAT2,ACLY
NAT2,ACOT2
NAT2,ACSBG1
NAT2,ACSBG2
NAT2,ACSF3
NAT2,ACSL1
NAT2,ACSL3
NAT2,ACSL4
NAT2,ACSL5
NAT2,ACSL6
NAT2,ACSM1
NAT2,ACSM3
NAT2,ACSM4
NAT2,ACSM5
NAT2,ACSM6
NAT2,ACSS1
NAT2,ACSS2
NAT2,ACSS3
NAT2,AKR1B10
NAT2,ALAS1
NAT2,ALAS2
NAT2,ALDH1B1
NAT2,ALDH3A1
NAT2,ALDH3B1
NAT2,ALDH3B2
NAT2,ALDH6A1
NAT2,ASAH1
NAT2,ATAT1
NAT2,AWAT2
NAT2,BAAT
NAT2,BCKDHA
NAT2,BCKDHB
NAT2,CERS1
NAT2,CES5A
NAT2,COASY
NAT2,CPT1A
NAT2,CPT1B
NAT2,CPT1C
NAT2,CPT2
NAT2,CYP1A2
NAT2,CYP3A43
NAT2,DBT
NAT2,DHTKD1
NAT2,DLAT
NAT2,DLD
NAT2,DLST
NAT2,ELOVL6
NAT2,GCAT
NAT2,GPAT3
NAT2,HADHB
NAT2,HDAC6
NAT2,HDAC8
NAT2,HIBCH
NAT2,JMJD7-PLA2G4B
NAT2,LPCAT2
NAT2,LPCAT4
NAT2,MORC2
NAT2,MPO
NAT2,NAGS
NAT2,OGDHL
NAT2,OGDH
NAT2,PAFAH2
NAT2,PDHB
NAT2,PIGW
NAT2,PLA2G10
NAT2,PLA2G12A
NAT2,PLA2G12B
NAT2,PLA2G1B
NAT2,PLA2G2A
NAT2,PLA2G2C
NAT2,PLA2G2D
NAT2,PLA2G2E
NAT2,PLA2G2F
NAT2,PLA2G3
NAT2,PLA2G4A
NAT2,PLA2G4B
NAT2,PLA2G4E
NAT2,PLA2G5
NAT2,PLA2G6
NAT2,PLB1
NAT2,PPT1
NAT2,SAT2
NAT2,SCP2
NAT2,SLC25A16
NAT2,SLC25A42
NAT2,SLC27A2
NAT2,SLC27A4
NAT2,SLC27A5
NAT2,SOAT1
NAT2,SPTLC1
NAT2,SUCLA2
NAT2,SUCLG1
NAT2,SUCLG2
NAT2,XDH
NAT8,AACS
NAT8,ABHD14B
NAT8,ACAA1
NAT8,ACAA2
NAT8,ACAT1
NAT8,ACAT2
NAT8,ACLY
NAT8,ACSBG1
NAT8,ACSBG2
NAT8,ACSF3
NAT8,ACSL1
NAT8,ACSL3
NAT8,ACSL6
NAT8,ACSM1
NAT8,ACSM3
NAT8,ACSM4
NAT8,ACSM5
NAT8,ACSM6
NAT8,ACSS1
NAT8,ACSS2
NAT8,ACSS3
NAT8,ALDH1B1
NAT8,ALDH3A1
NAT8,ALDH3B1
NAT8,ALDH3B2
NAT8,ALDH6A1
NAT8B,ACSL1
NAT8,BCKDHA
NAT8,BCKDHB
NAT8,CPT1A
NAT8,CPT1B
NAT8,CPT1C
NAT8,CPT2
NAT8,DBT
NAT8,DHTKD1
NAT8,DLD
NAT8,HADHB
NAT8L,ACADL
NAT8L,ACAT1
NAT8L,ACSF2
NAT8L,ACSF3
NAT8L,ACSM1
NAT8L,ACSM2A
NAT8L,ACSM2B
NAT8L,ACSM4
NAT8L,ACSM5
NAT8L,ACSS1
NAT8L,ACSS3
NAT8L,ALDH6A1
NAT8L,BCKDHA
NAT8L,BCKDHB
NAT8L,CPT2
NAT8L,DBT
NAT8L,DHTKD1
NAT8L,DLAT
NAT8L,DLD
NAT8L,DLST
NAT8L,GCAT
NAT8L,HADHA
NAT8L,HADHB
NAT8L,KGD4
NAT8L,NUDT8
NAT8L,OGDH
NAT8L,PDHA1
NAT8L,PDHA2
NAT8L,PDHB
NAT8L,PDHX
NAT8L,SLC27A3
NAT8L,TDH
NAT8,SCP2
NAT8,SLC27A2
NAT8,SLC27A4
NAT8,SLC27A5
NAXD,ADPGK
NAXD,ATP5F1A
NAXD,ATP5F1B
NAXD,ATP5F1C
NAXD,ATP5F1D
NAXD,ATP5F1E
NAXD,ATP5MC1
NAXD,ATP5MC2
NAXD,ATP5MC3
NAXD,ATP5ME
NAXD,ATP5MF
NAXD,ATP5MG
NAXD,ATP5PB
NAXD,ATP5PD
NAXD,ATP5PF
NAXD,ATP5PO
NAXD,ATP6V0A1
NAXD,ATP6V0B
NAXD,ATP6V0C
NAXD,ATP6V0D1
NAXD,ATP6V0E1
NAXD,ATP6V1A
NAXD,ATP6V1B2
NAXD,ATP6V1C1
NAXD,ATP6V1D
NAXD,ATP6V1E1
NAXD,ATP6V1F
NAXD,ATP6V1G1
NAXD,ATP6V1H
NAXD,ATPAF1
NAXD,ATPAF2
NAXD,CYBB
NAXD,DUOX1
NAXD,DUOX2
NAXD,ENPP1
NAXD,ENPP3
NAXD,ENTPD1
NAXD,ENTPD3
NAXD,ENTPD8
NAXD,GAPDH
NAXD,MCCC1
NAXD,MCCC2
NAXD,MT-ATP6
NAXD,MT-ATP8
NAXD,MTAP
NAXD,NNT
NAXD,NOCT
NAXD,NOX1
NAXD,NOX3
NAXD,NOX4
NAXD,NOX5
NAXD,PHKA1
NAXD,PHKA2
NAXD,PHKB
NAXD,PHKG1
NAXD,PHKG2
NAXD,PKLR
NAXD,PKM
NAXD,PNP
NAXD,PYGB
NAXD,PYGL
NAXD,PYGM
NAXD,RRM1
NAXD,RRM2B
NAXD,RRM2
NAXD,SLC25A42
NAXD,SUCLA2
NAXD,SUCLG1
NAXD,SUCLG2
NAXD,VPS9D1
NAXE,NAXD
NBN,APEX1
NBN,AQR
NBN,BRCA2
NBN,CCNH
NBN,CDK7
NBN,CUL4A
NBN,CUL4B
NBN,DCLRE1C
NBN,DDB1
NBN,ERCC2
NBN,ERCC3
NBN,ERCC6
NBN,ERCC8
NBN,FAAP100
NBN,FAAP20
NBN,FAAP24
NBN,FANCA
NBN,FANCB
NBN,FANCC
NBN,FANCD2
NBN,FANCE
NBN,FANCF
NBN,FANCG
NBN,FANCI
NBN,FANCL
NBN,FANCM
NBN,FEN1
NBN,GTF2H1
NBN,GTF2H2
NBN,GTF2H3
NBN,GTF2H4
NBN,GTF2H5
NBN,ISY1
NBN,LIG3
NBN,LIG4
NBN,MAD2L2
NBN,MNAT1
NBN,NEIL1
NBN,NEIL2
NBN,NHEJ1
NBN,PARP1
NBN,PARP2
NBN,PCNA
NBN,PNKP
NBN,POLB
NBN,POLD1
NBN,POLD2
NBN,POLD3
NBN,POLD4
NBN,POLE2
NBN,POLE3
NBN,POLE4
NBN,POLE
NBN,POLH
NBN,POLI
NBN,POLK
NBN,POLL
NBN,POLM
NBN,POLN
NBN,POLR2A
NBN,POLR2B
NBN,POLR2C
NBN,POLR2D
NBN,POLR2E
NBN,POLR2F
NBN,POLR2G
NBN,POLR2H
NBN,POLR2I
NBN,POLR2J
NBN,POLR2K
NBN,POLR2L
NBN,PPIE
NBN,PRKDC
NBN,PRPF19
NBN,RAD52
NBN,RBX1
NBN,REV1
NBN,REV3L
NBN,RFC1
NBN,RFC2
NBN,RFC3
NBN,RFC4
NBN,RFC5
NBN,RPA1
NBN,RPA2
NBN,RPA3
NBN,RPS27A
NBN,TCEA1
NBN,UBA52
NBN,UBB
NBN,UBC
NBN,USP7
NBN,UVSSA
NBN,XAB2
NBN,XRCC1
NBN,XRCC4
NBN,XRCC5
NBN,XRCC6
NBN,ZNF830
NCALD,ATP2A1
NCALD,ATP2A2
NCALD,ATP2A3
NCALD,ATP2C1
NCALD,ATP2C2
NCALD,CACNA1C
NCALD,CACNA1D
NCALD,CACNA2D2
NCALD,CACNB2
NCALD,CACNB3
NCALD,CALM1
NCALD,CAMK2A
NCALD,CAMK2B
NCALD,CAMK2D
NCALD,CAMK2G
NCALD,GNAI1
NCALD,GNAI2
NCALD,PLN
NCALD,SLC24A1
NCALD,SLC24A2
NCALD,SLC24A3
NCALD,SLC24A4
NCALD,SLC8A1
NCALD,SLC8A2
NCALD,SLC8A3
NCALD,SLC8B1
NCALD,SLN
NCALD,SRI
NCALD,STX1A
NCALD,VAMP2
NCALD,VDAC1
NCALD,VDAC2
NCALD,VDAC3
NCEH1,ABCA1
NCEH1,ABCG1
NCEH1,APOA1
NCF1,IL1B
NCF1,SOD1
NCF1,SOD3
NCF2,IL1B
NCF2,SOD1
NCF2,SOD3
NCF4,SOD1
NCF4,SOD3
NCK1,CALM1
NCK1,DAGLA
NCK1,DAGLB
NCK1,DGKA
NCK1,DGKB
NCK1,DGKD
NCK1,DGKE
NCK1,DGKG
NCK1,DGKH
NCK1,DGKI
NCK1,DGKK
NCK1,DGKQ
NCK1,DGKZ
NCK1,INPP5A
NCK1,INPP5B
NCK1,INPP5J
NCK1,ITPKA
NCK1,ITPKB
NCK1,ITPKC
NCK1,OCRL
NCK1,SYNJ1
NCOA1,ABCC3
NCOA1,AHCYL2
NCOA1,AKAP1
NCOA1,ATP1A1
NCOA1,ATP1A2
NCOA1,ATP1A3
NCOA1,ATP1A4
NCOA1,ATP1B1
NCOA1,ATP1B2
NCOA1,ATP1B3
NCOA1,FXYD1
NCOA1,FXYD2
NCOA1,FXYD3
NCOA1,FXYD4
NCOA1,FXYD6
NCOA1,FXYD7
NCOA1,HSD3B7
NCOA1,SLC17A3
NCOA1,SLC24A5
NCOA1,SLC4A4
NCOA1,SLC4A5
NCOA1,SLC4A7
NCOA1,SLC4A9
NCOA1,SLC8A3
NCOA1,SLC9A6
NCOA1,SLC9A7
NCOA1,SLC9A8
NCOA1,SLC9A9
NCOA2,ABCC3
NCOA2,AHCYL2
NCOA2,AKAP1
NCOA2,ATP1A1
NCOA2,ATP1A2
NCOA2,ATP1A3
NCOA2,ATP1A4
NCOA2,ATP1B1
NCOA2,ATP1B2
NCOA2,ATP1B3
NCOA2,FXYD1
NCOA2,FXYD2
NCOA2,FXYD3
NCOA2,FXYD4
NCOA2,FXYD6
NCOA2,FXYD7
NCOA2,HSD3B7
NCOA2,SLC17A3
NCOA2,SLC24A5
NCOA2,SLC4A4
NCOA2,SLC4A5
NCOA2,SLC4A7
NCOA2,SLC4A9
NCOA2,SLC8A3
NCOA2,SLC9A6
NCOA2,SLC9A7
NCOA2,SLC9A8
NCOA2,SLC9A9
NDST1,BPNT2
NDST1,GLCE
NDST2,BPNT2
NDST2,GLCE
NDST3,BPNT2
NDST3,GLCE
NDST4,BPNT2
NDST4,GLCE
NDUFA10,ABAT
NDUFA10,ALDH1B1
NDUFA10,ALDH2
NDUFA10,ALDH3A2
NDUFA10,ALDH7A1
NDUFA10,ALDH9A1
NDUFA10,CFAP410
NDUFA10,ENTPD1
NDUFA10,ENTPD3
NDUFA10,ENTPD8
NDUFA10,LEFTY1
NDUFA10,MARK1
NDUFA10,PFKL
NDUFA10,PFKM
NDUFA10,PFKP
NDUFA10,PYCR1
NDUFA10,PYCR2
NDUFA10,PYCR3
NDUFA10,VNN1
NDUFA10,VNN2
NDUFA10,VNN3P
NDUFA11,ABAT
NDUFA11,ALDH1B1
NDUFA11,ALDH2
NDUFA11,ALDH3A2
NDUFA11,ALDH7A1
NDUFA11,ALDH9A1
NDUFA11,CFAP410
NDUFA11,ENTPD1
NDUFA11,ENTPD3
NDUFA11,ENTPD8
NDUFA11,LEFTY1
NDUFA11,MARK1
NDUFA11,PFKL
NDUFA11,PFKM
NDUFA11,PFKP
NDUFA11,PYCR1
NDUFA11,PYCR2
NDUFA11,PYCR3
NDUFA11,VNN1
NDUFA11,VNN2
NDUFA11,VNN3P
NDUFA12,ABAT
NDUFA12,ALDH1B1
NDUFA12,ALDH2
NDUFA12,ALDH3A2
NDUFA12,ALDH7A1
NDUFA12,ALDH9A1
NDUFA12,CFAP410
NDUFA12,ENTPD1
NDUFA12,ENTPD3
NDUFA12,ENTPD8
NDUFA12,LEFTY1
NDUFA12,MARK1
NDUFA12,PFKL
NDUFA12,PFKM
NDUFA12,PFKP
NDUFA12,PYCR1
NDUFA12,PYCR2
NDUFA12,PYCR3
NDUFA12,VNN1
NDUFA12,VNN2
NDUFA12,VNN3P
NDUFA13,ABAT
NDUFA13,ALDH1B1
NDUFA13,ALDH2
NDUFA13,ALDH3A2
NDUFA13,ALDH7A1
NDUFA13,ALDH9A1
NDUFA13,CFAP410
NDUFA13,ENTPD1
NDUFA13,ENTPD3
NDUFA13,ENTPD8
NDUFA13,LEFTY1
NDUFA13,MARK1
NDUFA13,PFKL
NDUFA13,PFKM
NDUFA13,PFKP
NDUFA13,PYCR1
NDUFA13,PYCR2
NDUFA13,PYCR3
NDUFA13,VNN1
NDUFA13,VNN2
NDUFA13,VNN3P
NDUFA1,ABAT
NDUFA1,ALDH1B1
NDUFA1,ALDH2
NDUFA1,ALDH3A2
NDUFA1,ALDH7A1
NDUFA1,ALDH9A1
NDUFA1,CFAP410
NDUFA1,ENTPD1
NDUFA1,ENTPD3
NDUFA1,ENTPD8
NDUFA1,LEFTY1
NDUFA1,MARK1
NDUFA1,PFKL
NDUFA1,PFKM
NDUFA1,PFKP
NDUFA1,PYCR1
NDUFA1,PYCR2
NDUFA1,PYCR3
NDUFA1,VNN1
NDUFA1,VNN2
NDUFA1,VNN3P
NDUFA2,ABAT
NDUFA2,ALDH1B1
NDUFA2,ALDH2
NDUFA2,ALDH3A2
NDUFA2,ALDH7A1
NDUFA2,ALDH9A1
NDUFA2,CFAP410
NDUFA2,ENTPD1
NDUFA2,ENTPD3
NDUFA2,ENTPD8
NDUFA2,LEFTY1
NDUFA2,MARK1
NDUFA2,PFKL
NDUFA2,PFKM
NDUFA2,PFKP
NDUFA2,PYCR1
NDUFA2,PYCR2
NDUFA2,PYCR3
NDUFA2,VNN1
NDUFA2,VNN2
NDUFA2,VNN3P
NDUFA3,ABAT
NDUFA3,ALDH1B1
NDUFA3,ALDH2
NDUFA3,ALDH3A2
NDUFA3,ALDH7A1
NDUFA3,ALDH9A1
NDUFA3,CFAP410
NDUFA3,ENTPD1
NDUFA3,ENTPD3
NDUFA3,ENTPD8
NDUFA3,LEFTY1
NDUFA3,MARK1
NDUFA3,PFKL
NDUFA3,PFKM
NDUFA3,PFKP
NDUFA3,PYCR1
